city,companyName,eduLevel,jobName,recruieCount,salary,workingExp
北京,北京锦鸿希电信息技术股份有限公司,本科,Linux C/C++软件工程师,招1人,1万-1.5万,1-3年
北京,北京比特智慧科技有限公司,本科,数据挖掘工程师,招1人,1万-1.5万,1-3年
北京,民生电商控股(深圳)有限公司,本科,数据建模分析师,招1人,1.8万-2.8万,3-5年
北京,北京艾力泰尔信息技术股份有限公司,本科,中级Web前端,招1人,8千-1.2万,1-3年
北京,中标软件有限公司,本科,Linux系统研发工程师,招1人,8千-1万,1-3年
北京,北京博智数源科技股份有限公司,本科,高级数据分析师,招6人,1.5万-2.5万,5-10年
北京,陕西万德信息科技股份有限公司,本科,java开发工程师,招10人,8千-1万,3-5年
北京,杭州华创信通软件技术有限公司,本科,前端（高级）工程师,招3人,1.5万-2万,3-5年
北京,北京畅捷通支付技术有限公司,本科,高级量化分析师,招1人,2万-3万,5-10年
北京,北京昆仑卓越信息技术有限公司,本科,安全评估工程师,招1人,1.5万-2.5万,3-5年
北京,北京得易金融信息服务有限公司,本科,运维工程师,招1人,1万-1.5万,3-5年
北京,北京沃数媒广告有限公司,本科,数据挖掘工程师,招1人,1万-1.5万,1-3年
北京,北京海兰信数据科技股份有限公司,本科,系统测试工程师,招1人,8千-1.5万,1-3年
北京,Esri中国信息技术有限公司,硕士,ArcGIS影像产品工程师,招2人,1.5万-2万,3-5年
北京,北京松鼠山科技有限公司,硕士,算法工程师,招1人,2万-3万,经验不限
北京,中影环球(北京)科技有限公司,本科,高级软件测试工程师,招1人,1.2万-2.2万,经验不限
北京,北京中科江南信息技术股份有限公司,本科,OCR产品开发工程师,招1人,2万-3万,1-3年
北京,中国国际电子商务中心,本科,数据分析师（自然语言处理和生成方向）,招2人,6千-1.2万,经验不限
北京,中影环球(北京)科技有限公司,本科,高级测试工程师,招1人,1万-2万,3-5年
北京,北京银商融信支付技术股份有限公司,本科,爬虫工程师,招1人,2万-4万,3-5年
北京,任子行网络技术股份有限公司北京分公司,硕士,图像处理经理,招1人,2万-3万,经验不限
北京,北京捷通华声科技股份有限公司,本科,运维工程师,招2人,1万-2万,3-5年
北京,北京熙诚紫光科技有限公司,本科,算法模型岗,招1人,8千-1.5万,1-3年
北京,北京大账房信息技术有限公司,大专,测试实习生,招1人,1.6千-3千,无经验
北京,Esri中国信息技术有限公司,本科,水利行业高级咨询顾问,招1人,1.5万-2.5万,3-5年
北京,北京普开数据技术有限公司,大专,web前端,招1人,1.5万-2万,3-5年
北京,北京跃科人才服务有限公司,本科,算法工程师/专家-某上市互联网高科技公司,招1人,3万-5万,3-5年
北京,北京致医健康信息技术有限公司,本科,高级运维工程师,招1人,1.5万-1.8万,5-10年
北京,民生电商控股(深圳)有限公司,本科,风控经理,招1人,1万-2万,3-5年
北京,智度科技股份有限公司,本科,风控建模工程师,招1人,1.5万-2万,3-5年
北京,北京普开数据技术有限公司,大专,web前端工程师,招1人,1.5万-2万,5-10年
北京,麦飞科技,硕士,遥感技术工程师【10006】,招3人,9千-1.8万,1-3年
北京,北京数字政通科技股份有限公司,本科,软件项目实施经理,招1人,1万-2万,3-5年
北京,新奥集团股份有限公司,本科,算法工程师,招1人,2万-3万,5-10年
北京,北京海兰信数据科技股份有限公司,本科,算法工程师,招1人,1.5万-2.5万,3-5年
北京,Ericsson/爱立信,本科,Java Developer,招3人,2万-3万,经验不限
北京,阳光软件株式会社,大专,赴日软件工程师,招10人,3万-6万,经验不限
北京,新奥集团股份有限公司,本科,数据工程师,招1人,2万-3万,5-10年
北京,北京航友信息技术有限公司,本科,大数据开发工程师,招1人,1万-1.5万,3-5年
北京,北京德润兴业科技开发有限公司,学历不限,高级java开发工程师,招10人,1.5万-2万,经验不限
北京,北京东联世纪科技股份有限公司,本科,测试工程师,招1人,1万-1.5万,3-5年
北京,同方鼎欣科技股份有限公司,大专,linux c（中国移动）,招1人,1万-1.2万,1-3年
北京,亚洲红马投资集团有限公司,本科,区块链架构师,招1人,2.5万-3.5万,5-10年
北京,和利时集团,本科,软件系统架构师,招1人,2万-3万,5-10年
北京,互联网域名系统北京市工程研究中心有限公司,本科,自动化测试工程师,招1人,1.5万-2万,3-5年
北京,北京健联医疗科技有限公司,本科,核磁共振软件工程师,招3人,1.5万-2万,3-5年
北京,互联网域名系统北京市工程研究中心有限公司,本科,前端开发工程师,招1人,1.5万-2万,3-5年
北京,中国招标公共服务平台有限公司,本科,数据库运维工程师,招1人,1万-2万,5-10年
北京,民生电商控股(深圳)有限公司,本科,高级运维工程师,招1人,1万-1.5万,3-5年
北京,任子行网络技术股份有限公司北京分公司,本科,功能测试工程师--910,招3人,1万-1.5万,3-5年
北京,任子行网络技术股份有限公司北京分公司,本科,爬虫测试工程师--938,招1人,1万-1.5万,经验不限
北京,紫博蓝网络科技(北京)股份有限公司,本科,后端工程师,招1人,2万-3万,3-5年
北京,北京华兴宏视技术发展有限公司,本科,软件工程师,招2人,1万-1.5万,1-3年
北京,北京东方国信科技股份有限公司,本科,高级网络工程师(2049),招1人,2万-2.5万,5-10年
北京,中电科技(北京)有限公司,本科,软件测试工程师,招5人,1万-1.5万,3-5年
北京,弗锐思(北京)动漫科技有限公司,本科,高级软件工程师-Linux C++方向,招1人,2万-4万,5-10年
北京,广州实地房地产开发有限公司,本科,计算机视觉专家,招1人,2.5万-5万,3-5年
北京,北京木牛领航科技有限公司,本科,上位机开发,招1人,1.5万-2万,3-5年
北京,任子行网络技术股份有限公司北京分公司,本科,性能测试工程师--00912,招3人,8千-1.5万,1-3年
北京,北京梧桐木管理咨询有限公司,本科,Linux开发工程师,招5人,2万-4万,3-5年
北京,飞越东方国际教育咨询(北京)有限公司,本科,海外 LINUX编程工程师（美国）,招5人,2万-3万,经验不限
北京,三一智矿科技有限公司,本科,算法工程师（决策系统方向）,招1人,2万-3万,3-5年
北京,畅捷通信息技术股份有限公司,本科,大数据工程师,招1人,2万-3万,3-5年
北京,北京独创时代科技有限公司,本科,信息安全工程师,招1人,1万-1.5万,1-3年
北京,畅捷通信息技术股份有限公司,本科,算法工程师,招1人,1万-1.5万,1-3年
北京,清华大学微电子学研究所,本科,人工智能开发工程师,招1人,1.5万-2万,经验不限
北京,北京唯泰立管理咨询有限公司,本科,web前端开发（javascript),招1人,2万-4万,5-10年
北京,中铁信安(北京)信息安全技术有限公司,本科,系统开发高级工程师—Y7,招2人,1.4万-2.1万,3-5年
北京,北京鑫汇普瑞科技发展有限公司,本科,软件工程师,招1人,8千-1.6万,3-5年
北京,北京格蒂智能科技有限公司,本科,数据库容器研发工程师,招2人,4万-5万,5-10年
北京,北京航天绘景科技有限公司,本科,遥感开发工程师,招2人,8千-1.5万,经验不限
北京,天曦网络科技(北京)有限公司,本科,技术支持,招1人,1.5万-2万,3-5年
北京,四达时代集团,本科,DevOps高级开发工程师,招1人,2万-3万,3-5年
北京,北京星云医学检验实验室有限公司,本科,生物信息主管,招1人,1.5万-2万,3-5年
北京,启迪公交(北京)科技股份有限公司,本科,高级数据工程师,招4人,2万-3万,3-5年
北京,北京深思数盾科技股份有限公司,本科,linux运维工程师,招1人,8千-1.5万,1-3年
北京,智凌云科技(北京)有限公司,本科,电子研发工程师,招1人,4千-8千,经验不限
北京,北京英诺德教育咨询有限公司,大专,BI工程师,招1人,1万-1.5万,1-3年
北京,北京发明家教育科技有限公司,本科,少儿编程教育老师STEAM教学,招2人,5千-1万,经验不限
北京,北京阿波罗世纪信息技术有限公司,本科,高级/软件测试主管,招1人,1.5万-2.5万,5-10年
北京,上海中清龙图网络科技有限公司北京分公司,本科, Java 开发工程师-北京-04657,招1人,1.5万-2万,1-3年
北京,北京中汽院科技有限公司,本科,无人车传感器融合工程师,招1人,7千-1.4万,1-3年
北京,中标软件有限公司,大专,Linux高级技术支持工程师,招3人,8.5千-1.7万,3-5年
北京,北京测试空间信息技术有限公司,大专,测试工程师,招1人,1万-1.5万,3-5年
北京,北京华信智原教育技术有限公司海淀科技分公司,大专,大数据spark讲师,招3人,1.8万-3万,3-5年
北京,环球时报在线(北京)文化传播有限公司,本科,PHP开发工程师,招1人,1.2万-2万,1-3年
北京,中智职业发展有限公司,本科,百度大数据研发实习生,招5人,1.4千-2.5千,经验不限
北京,北京浩天桢伟科技有限公司,本科,高级测试工程师,招1人,1.5万-2万,5-10年
北京,北京汉雅天诚教育科技有限公司,本科,测试工程师,招3人,6千-8千,1-3年
北京,中国恩菲工程技术有限公司,本科,后端开发工程师 （智能有色冶炼）,招1人,1万-2万,3-5年
北京,民生电商控股(深圳)有限公司,本科,风险经理,招1人,1.5万-2万,3-5年
北京,北京慧智康健医药科技有限公司,本科,统计程序员,招5人,5千-1万,经验不限
北京,北京酷车易美网络科技有限公司,大专,测试开发工程师,招3人,8千-1.3万,3-5年
北京,大连金思通科技有限公司,大专,JAVA工程师高薪职位,招5人,2万-4万,经验不限
北京,科技日报社,本科,Web app 前端开发工程师,招1人,1.5万-2万,3-5年
北京,北京东方融创信息技术有限公司,本科,自动化测试,招3人,1万-1.5万,1-3年
北京,北京融汇金信信息技术有限公司,本科,量化开发工程师,招1人,1.5万-2万,3-5年
北京,北京鑫汇普瑞科技发展有限公司,大专,生物信息分析工程师,招1人,8千-1万,1-3年
北京,天云融创数据科技(北京)有限公司,本科,web前端工程师,招1人,1.5万-2万,1-3年
北京,北京飞博教育科技股份有限公司,本科,高级后端开发工程师,招1人,1.5万-2.5万,3-5年
北京,天津易客满国际物流有限公司,本科,BI开发工程师(顺义区),招1人,1.4万-1.6万,1-3年
北京,北京锦鸿希电信息技术股份有限公司,本科,Linux C/C++软件工程师 (三）,招1人,1万-1.5万,3-5年
北京,国科元科技(北京)有限公司,硕士,知识图谱实习生(2019年应届硕士),招1人,2千-4千,经验不限
北京,爱多邦(北京)信息技术服务有限公司,本科,运维工程师,招1人,1.5万-1.8万,5-10年
北京,国电联合动力技术有限公司,学历不限,数据分析与仿真工程师,招2人,2万-3万,3-5年
北京,百融金融信息服务股份有限公司,本科,数据开发工程师,招1人,1.5万-3万,1-3年
北京,北京中科建友科技股份有限公司,本科,中级算法工程师外驻京东方-xs,招2人,1.3万-1.8万,5-10年
北京,北京航天宏图信息技术股份有限公司,本科,大数据开发工程师,招1人,1万-1.5万,3-5年
北京,上海拓合软件系统有限公司,大专,测试工程师,招3人,8千-1.3万,1-3年
北京,北京网拓时代科技有限公司,本科,网络爬虫讲师,招8人,3万-4万,10年以上
北京,中电数据服务有限公司,本科,高级大数据开发,招2人,1.5万-3万,5-10年
北京,北京网拓时代科技有限公司,本科,机器学习讲师,招8人,3万-4万,10年以上
北京,开网科技(北京)有限公司,大专,中间件研发工程师,招1人,1.3万-1.8万,3-5年
北京,海南新软软件有限公司北京分公司,本科,高级数据工程师,招1人,2万-3万,3-5年
北京,北京盛学成长科技有限公司,本科,高级java开发工程师-技术研究方向,招1人,1.5万-2万,5-10年
北京,贝恩讯谱光电科技(北京)股份有限公司,本科,设备软件工程师,招1人,1万-2万,1-3年
北京,Esri中国信息技术有限公司,硕士,ArcGIS服务器产品工程师,招1人,1.5万-2万,3-5年
北京,日照志芯源电子科技有限公司,本科,数字电路设计高级工程师/经理,招1人,2.5万-5万,3-5年
北京,北京观其互动科技有限公司,本科,UI自动化测试,招1人,1万-1.6万,3-5年
北京,威海北洋电气集团股份有限公司,本科,算法工程师,招3人,1.5万-2.5万,3-5年
北京,北京十一贝科技有限公司,本科,测试开发工程师,招1人,2万-3万,1-3年
北京,四达时代集团,本科,高级运维开发工程师,招2人,1.5万-2.5万,3-5年
北京,大连金思通科技有限公司,大专,开发工程师高薪职位,招5人,2万-4万,经验不限
北京,北京源圆基因技术有限公司,本科,原生云/运维开发/Cloud-Native / DevOps ,招1人,1.5万-3万,5-10年
北京,北京停简单信息技术有限公司,本科,运维工程师（Linux）,招1人,1.5万-2万,3-5年
北京,北京图云易像科技发展有限公司,本科,爬虫高级开发工程师,招10人,1.5万-2万,5-10年
北京,北京腾云天下科技有限公司,本科,模型算法工程师(J10266),招1人,2万-4万,5-10年
北京,北京锦鸿希电信息技术股份有限公司,本科,linux C/C++软件工程师（二）,招1人,1万-1.5万,1-3年
北京,北京中汽院科技有限公司,本科,无人车深度学习算法工程师,招1人,7千-1.4万,1-3年
北京,北京声智科技有限公司,本科,语音信号处理算法工程师,招1人,2.5万-5万,经验不限
北京,北京雪扬科技有限公司,本科,数据挖掘/数据分析工程师,招1人,1.5万-2万,3-5年
北京,融讯伟业(北京)科技有限公司,硕士,图像识别算法工程师,招2人,2万-3万,1-3年
北京,盈科美辰国际旅行社有限公司,本科,运维工程师,招1人,1.2万-2万,3-5年
北京,北京瑞萨斯科技有限公司,本科,Java后端工程师,招1人,1.2万-2万,3-5年
北京,北京游道易网络文化有限公司,本科,运维工程师,招1人,1.2万-1.8万,3-5年
北京,Esri中国信息技术有限公司,硕士,ArcGIS数据科学产品工程师,招1人,1.5万-2万,3-5年
北京,北京显芯科技有限公司,本科,韩语FAE工程师,招1人,1万-2万,1-3年
北京,民生电商控股(深圳)有限公司,本科,高级风险经理,招1人,1万-2万,3-5年
北京,北京大华无线电仪器有限责任公司,本科,嵌入式白盒测试工程师,招1人,1万-1.4万,3-5年
北京,星旅数金(北京)科技有限公司,本科,中级java工程师,招1人,2万-3万,1-3年
北京,北京舜鑫网络科技有限公司,大专,测试工程师,招2人,8千-1.2万,1-3年
北京,Esri中国信息技术有限公司,本科,农业行业高级咨询顾问,招1人,1.5万-2.5万,3-5年
北京,北京泰立鑫科技有限公司,本科,window 研发工程师,招3人,1.8万-2.5万,3-5年
北京,科技日报社,本科,数据采集工程师,招1人,1万-1.5万,3-5年
北京,同方鼎欣科技股份有限公司,本科,高级质量保障工程师（测试方向）,招1人,1.3万-1.5万,3-5年
北京,天津金融资产交易所有限责任公司,硕士,高级风控经理,招1人,2万-4万,5-10年
北京,亚洲红马投资集团有限公司,本科,区块链高级工程师,招1人,1.5万-2.5万,3-5年
北京,北京中科远传科技有限公司,本科,java开发工程师,招1人,1万-2万,1-3年
北京,上海阅客信息科技有限公司,本科,运维经理,招1人,2.5万-3.5万,5-10年
北京,开网科技(北京)有限公司,学历不限,中间件研发工程师,招3人,1.5万-2万,3-5年
北京,成都卫士通信息产业股份有限公司北京分公司,学历不限,渗透测试工程师,招10人,1.5万-2万,经验不限
北京,上海仁东医学检验所有限公司,本科,高级生物信息工程师,招1人,1.5万-2.5万,1-3年
北京,北京和鸿盈科技术有限公司,大专,Linux主机维护/虚拟化运维工程师,招1人,8千-1万,5-10年
北京,威海北洋电气集团股份有限公司,本科,后端开发,招2人,1.5万-2.5万,3-5年
北京,北醒(北京)光子科技有限公司,硕士,算法工程师,招1人,1.5万-2万,1-3年
北京,北京优思安科技有限公司,大专,软件测试讲师,招1人,1万-1.5万,3-5年
北京,北京畅捷通支付技术有限公司,本科,数据建模与分析员,招1人,1万-1.5万,3-5年
北京,北京意锐新创科技有限公司,本科,图像算法工程师,招1人,2万-3万,3-5年
北京,北京码牛科技有限公司,本科,数据分析师实习生,招1人,4千-8千,经验不限
北京,北京汇智凌云软件技术有限公司山东分公司,学历不限,linux运维,招1人,7千-1.3万,1-3年
北京,北京华智得企业管理咨询有限责任公司,本科,金融量化工程师,招1人,1.6万-3万,3-5年
北京,北京伟瑞迪科技有限公司,本科,系统运维工程师,招2人,8千-1万,1-3年
北京,北京赛宁网安科技有限公司,本科,信息安全工程师,招1人,1.5万-2万,经验不限
北京,北京悠扬互动科技有限公司,大专,技术经理,招1人,2.5万-3万,3-5年
北京,北京煜能电气有限公司,本科,研发工程师,招1人,1万-1.5万,3-5年
北京,北醒(北京)光子科技有限公司,硕士,算法实习生（数据处理仿真方向）,招1人,2千-4千,无经验
北京,云付通征信有限公司,本科,运维工程师,招1人,1万-1.5万,3-5年
北京,北京融汇金信信息技术有限公司,本科,测试工程师,招1人,1万-1.5万,3-5年
北京,北京浩然五洲软件技术有限公司,大专,测试工程师（万卡）,招1人,1万-1.5万,1-3年
北京,瞭望中态(北京)文化发展有限公司,本科,运维工程师,招1人,1.5万-1.8万,10年以上
北京,北京大凯科技有限责任公司,本科,软件开发工程师（需长期驻日本）,招10人,1.5万-3万,1-3年
北京,天云融创数据科技(北京)有限公司,学历不限,机器学习工程师,招1人,2万-3万,经验不限
北京,北京赛尔汇力安全科技有限公司,本科,网络安全高级工程师,招5人,2.5万-3万,10年以上
北京,中科星图股份有限公司,硕士,Linux平台开发工程师,招3人,1.8万-2.3万,3-5年
北京,北京中科建友科技股份有限公司,本科,算法工程师-zh,招5人,1.5万-2万,3-5年
北京,阳光保险集团股份有限公司,硕士,语音工程师,招1人,面议,经验不限
北京,瑞幸咖啡,本科,算法实习生,招10人,3千-5千,经验不限
北京,瑞幸咖啡,本科,devops高级研发工程师,招1人,2万-3万,3-5年
北京,瑞幸咖啡,本科,数据分析师,招1人,2.5万-3.5万,3-5年
北京,北京简单科技有限公司,本科,中级后端开发工程师,招3人,1万-2万,3-5年
北京,北京简单科技有限公司,本科,后端开发工程师（NodeJS）,招2人,1.5万-3万,3-5年
北京,天津艾网科技有限公司,大专,应用工程师,招1人,6千-8千,3-5年
北京,北京网拓时代科技有限公司,本科,自然语言处理讲师,招8人,3万-4万,10年以上
北京,北京中公教育科技有限公司,本科,测试工程师（网校）,招1人,1.5万-2.5万,3-5年
北京,北京网拓时代科技有限公司,本科,数据挖掘讲师,招8人,3万-4万,10年以上
北京,北京网拓时代科技有限公司,本科,大数据后端开发讲师,招8人,3万-4万,10年以上
北京,北京网拓时代科技有限公司,本科,计算机视觉讲师,招8人,3万-4万,10年以上
北京,天津艾网科技有限公司,大专,实施工程师,招1人,6千-8千,3-5年
北京,北京中科建友科技股份有限公司,本科,算法工程师,招4人,1.5万-2万,5-10年
北京,恒通佳兆(北京)技术咨询有限公司,本科,数据管理主管,招1人,8千-1万,3-5年
北京,北京网拓时代科技有限公司,本科,深度学习讲师,招8人,3万-4万,10年以上
北京,北京黑弓文化传播有限公司,本科,Maya绑定师,招1人,6千-1.2万,1-3年
北京,会找房(北京)网络技术有限公司,本科,NLP算法工程师,招1人,5万-7万,5-10年
北京,北京中科建友科技股份有限公司,本科,算法工程师-zh,招5人,1.5万-2万,3-5年
北京,北京中科建友科技股份有限公司,本科,算法工程师-cyn,招3人,1.5万-2万,3-5年
北京,北京融汇金信信息技术有限公司,本科,自然语言处理(NLP)工程师,招5人,10万-15万,1-3年
北京,四达时代集团,本科,售后技术支持工程师（运维技术工程师）,招1人,1.8万-2.3万,3-5年
北京,天云融创数据科技(北京)有限公司,本科,AI咨询/产品经理(偏咨询和产品),招1人,2万-3万,1-3年
北京,北京普惠职道科技发展有限责任公司,大专,大数据运维工程师,招1人,1万-2万,3-5年
北京,北京简单科技有限公司,本科,运维开发工程师,招1人,1万-1.5万,1-3年
北京,北京国联众泰科技有限公司,本科,算法工程师,招1人,2万-4万,1-3年
北京,北京桂花网科技有限公司,本科,高级资深软件测试工程师,招5人,1.5万-2万,5-10年
北京,天云融创数据科技(北京)有限公司,本科,大数据开发工程师,招6人,1.5万-2万,1-3年
北京,四达时代集团,本科,运维开发工程师,招2人,1.5万-2万,5-10年
北京,北京浩然五洲软件技术有限公司,大专,测试（网贷系统）,招1人,1.5万-2万,3-5年
北京,北京高因科技有限公司,学历不限,PHP 高级开发工程师/架构师,招1人,2.5万-3.5万,5-10年
北京,重庆誉存大数据科技有限公司,本科,数据模型分析师（信用风险分析）,招2人,1.2万-2.4万,3-5年
北京,北京悦己视觉文化传媒有限公司,大专,运维工程师,招1人,8千-1.5万,3-5年
北京,中影环球(北京)科技有限公司,本科,高级研发工程师,招1人,1.5万-2万,3-5年
北京,中电华瑞技术有限公司,本科,信号处理工程师,招2人,1万-2万,3-5年
北京,北京高阳金信信息技术有限公司,本科,高级软件测试工程师,招5人,1.5万-2万,3-5年
北京,天云融创数据科技(北京)有限公司,本科,AI咨询/售前工程师（偏文档）,招1人,2万-3万,1-3年
北京,北京正安维视科技股份有限公司,硕士,计算机视觉软件工程师,招3人,1.5万-2.5万,经验不限
北京,北京艾迪信科技有限公司,学历不限,运维工程师,招3人,8千-1.5万,经验不限
北京,北京泰立鑫科技有限公司,学历不限,Linux 研发工程师,招1人,1.8万-2.5万,3-5年
北京,北京安软信息科技有限公司,大专,运维工程师,招2人,8千-1万,1-3年
北京,北京观悦互动科技有限公司,大专,运维工程师,招1人,4千-6千,1-3年
北京,百度在线网络技术(北京)有限公司,本科,区块链开发工程师,招1人,1.5万-3万,3-5年
北京,山东小海豚能源科技有限公司,硕士,大数据分析师,招3人,2万-4万,3-5年
北京,朗新科技股份有限公司,本科,云平台网络交付工程师,招1人,1万-1.5万,3-5年
北京,河南嵩云网络科技有限公司,本科,IOS开发工程师,招3人,1.5万-2.5万,3-5年
北京,北醒(北京)光子科技有限公司,本科,算法实习生（数学建模和数据算法方向）,招1人,3千-4.5千,经验不限
北京,中晟智信数据科技(北京)有限公司,本科,大数据平台技术经理,招1人,1万-1.8万,3-5年
北京,丹佛斯在华子公司,本科,高级嵌入式软件工程师-变频器产品,招1人,面议,5-10年
北京,国网电力科学研究院北京科东电力控制系统有限责任公司,本科,软件测试工程师,招5人,7千-9千,1-3年
北京,北京易华录信息技术股份有限公司,硕士,大数据开发工程师,招3人,8千-1.2万,经验不限
北京,众芯汉创(北京)科技有限公司,硕士,图像/视觉算法工程师,招1人,1万-1.5万,3-5年
北京,北京焱融科技有限公司,本科,高级解决方案开发工程师（资深SE/SE）,招3人,3万-5万,5-10年
北京,秦皇岛七星汇大数据科技有限公司,本科,机器学习算法工程师（人工智能）,招3人,1万-1.5万,3-5年
北京,西安同美信息科技有限公司,硕士,大数据架构师,招2人,3万-5万,5-10年
北京,深圳索信达数据技术有限公司,本科,金融大数据 中级ETL工程师,招1人,1.5万-2万,3-5年
北京,上海拓合软件系统有限公司,大专,运维工程师,招1人,1万-1.5万,3-5年
北京,中国船级社实业公司,本科,数据分析及网络软件开发,招2人,2万-3万,经验不限
北京,北京海思特医学检验实验室有限公司,本科,生信工程师,招1人,8千-1万,经验不限
北京,国投安信期货有限公司,本科,数据分析师,招1人,8千-1万,无经验
北京,北京中汽院科技有限公司,本科,无人车仿真测试平台开发工程师,招1人,1.5万-2万,1-3年
北京,北京视博云科技有限公司,本科,系统工程师,招1人,1.5万-1.6万,1-3年
北京,中航联创科技有限公司,本科,技术经理,招1人,1万-2万,1-3年
北京,北京人机意科技有限公司,本科,硬件研发工程师,招1人,1.5万-2万,3-5年
北京,北京吉野家快餐有限公司,本科,数据分析师,招1人,1万-1.5万,1-3年
北京,北京育铭天下科技有限公司,学历不限,php开发,招1人,1.2万-1.5万,1-3年
北京,北京圣特尔科技发展有限公司,本科,风控产品经理（数据方向）,招1人,1.5万-2.5万,经验不限
北京,北京天时前程自动化工程技术有限公司,本科,应用架构师,招1人,1.9万-2.5万,5-10年
北京,大连飞创信息技术有限公司北京分公司,本科,软件测试工程师（北京分公司）,招2人,1万-1.5万,3-5年
北京,北京畅捷通支付技术有限公司,本科,自动化运维工程师,招1人,1.3万-2.5万,5-10年
北京,北京钰峰科技有限公司,大专,C开发工程师,招1人,2万-3万,3-5年
北京,北京捷成世纪科技股份有限公司,本科,研发运维工程师,招1人,1万-1.5万,1-3年
北京,北京京创曙光科技有限公司,大专,bi实施工程师,招10人,8千-1万,1-3年
北京,百融金融信息服务股份有限公司,本科,java开发工程师,招1人,1.5万-2万,3-5年
北京,北京百分点信息科技有限公司,本科,高级抓取工程师(J10357),招1人,1.5万-2万,3-5年
北京,福建新大陆软件工程有限公司,本科,系统运维中级工程师,招5人,1万-2万,3-5年
北京,中科星图股份有限公司,本科,运维工程师,招1人,1万-1.5万,3-5年
北京,中诚信国际信用评级有限责任公司,硕士,00024-量化分析师,招1人,9千-1.5万,经验不限
北京,我爱我家集团,本科,IT互联网中心实习生,招10人,2千-4千,无经验
北京,广联达科技股份有限公司,本科,Java高级开发工程师(006018),招1人,1.6万-2.8万,5-10年
北京,易宝支付有限公司,本科,高级ETL工程师,招1人,1.2万-2万,3-5年
北京,爱康国宾集团,本科,资深测试经理,招1人,2万-3万,5-10年
北京,我爱我家集团,本科,大数据开发工程师,招3人,1.5万-3万,5-10年
北京,北京升鑫网络科技有限公司,硕士,机器算法实习生,招1人,2千-4千,无经验
北京,北京世纪互联宽带数据中心有限公司,本科,Azure CIE 高级软件工程师,招2人,1万-2万,3-5年
北京,外语教学与研究出版社,本科,前端工程师,招1人,1.8万-2.7万,3-5年
北京,征和开元控股集团有限公司,本科,高级技术架构师（数据仓库、数据分析方向）,招1人,2.5万-3.5万,5-10年
北京,东华软件股份公司,学历不限,数据抓取工程师,招1人,面议,1-3年
北京,新华网股份有限公司,硕士,计算机视觉算法研究员,招1人,2.2万-2.9万,经验不限
北京,宜信,本科,数据分析经理,招2人,2万-3万,3-5年
北京,东华软件股份公司,本科,大数据产品经理（5名）,招5人,面议,5-10年
北京,东华软件股份公司,本科,算法工程师（高级）,招3人,面议,5-10年
北京,东华软件股份公司,大专,大数据产品经理（5名）,招5人,面议,5-10年
北京,东华软件股份公司,本科,高级Java工程师,招3人,面议,5-10年
北京,东华软件股份公司,本科,数据抓取工程师,招1人,面议,1-3年
北京,东华软件股份公司,大专,移动端App开发工程师,招3人,面议,1-3年
北京,北京人民在线网络有限公司,本科,逆向分析工程师,招1人,1.5万-2.5万,3-5年
北京,中国软件与技术服务股份有限公司,本科,中级Java开发工程师,招2人,1万-2万,3-5年
北京,中国软件与技术服务股份有限公司,本科,中高级运维工程师,招3人,8千-1.6万,3-5年
北京,东华软件股份公司,学历不限,JAVA开发工程师,招1人,面议,5-10年
北京,东华软件股份公司,本科,大数据开发工程师,招1人,面议,1-3年
北京,中国软件与技术服务股份有限公司,本科,高级运维工程师,招2人,1万-1.5万,5-10年
北京,新时代证券股份有限公司,本科,运维工程师,招2人,1.5万-2万,1-3年
北京,北京易盟天地信息技术有限公司,本科,业务大数据总监,招1人,2万-3万,5-10年
北京,东华软件股份公司,本科,Java开发工程师（北京）,招1人,面议,3-5年
北京,北京自如生活资产管理有限公司,本科,客服运营数据分析主管,招1人,1万-1.5万,3-5年
北京,亚信科技(中国)有限公司,学历不限,数据开发,招5人,1万-2万,1-3年
北京,北京万里红科技股份有限公司,本科,Linux 研发工程师（C/C++）,招10人,1.5万-2万,3-5年
北京,北京测试空间信息技术有限公司,本科,系统运维工程师,招1人,6千-8千,1-3年
北京,易宝支付有限公司,本科,风险策略分析师（数据分析方向）,招1人,1.2万-2万,3-5年
北京,北京测试空间信息技术有限公司,大专,测试工程师,招1人,8千-1万,1-3年
北京,北京安信天行科技有限公司,本科,运维实施工程师--应用安全产品部,招1人,6千-1万,1-3年
北京,朗新科技股份有限公司,本科,云平台交付工程师,招1人,1万-1.5万,3-5年
北京,深圳市腾讯计算机系统有限公司,学历不限,22090-天天快报-高级研发工程师（北京）,招1人,面议,无经验
北京,易宝支付有限公司,本科,风险策略分析师（风险模型方向）,招1人,1.2万-2万,3-5年
北京,新时代证券股份有限公司,硕士,量化投资经理,招1人,8千-1.6万,无经验
北京,深圳市拓保软件有限公司,本科,网络研发工程师,招1人,1.5万-2万,3-5年
北京,深圳市拓保软件有限公司,本科,Openstack运维工程师,招1人,1万-1.5万,1-3年
北京,我爱我家集团,本科,数据仓库工程师,招3人,1万-1.5万,1-3年
北京,易宝支付有限公司,本科,DBA工程师（技术中心）,招1人,1.5万-2万,3-5年
北京,深圳市拓保软件有限公司,本科,OpenStack存储研发工程师,招1人,1万-1.5万,1-3年
北京,北京阿博泰克北大青鸟信息技术有限公司,本科,高校讲师,招2人,1.5万-2万,3-5年
北京,北京国鼎源创智能科技有限公司,本科,react前端工程师,招1人,2万-3万,3-5年
